ID	Other_ID	Other_ID_2	Genus	Species	Material	Element	Site_Region	Site_updated	Site	Country	Lat	Long	Age_Name_BP	Age info	Date_Maximum_BP	Date_Minimum_BP	Accession	Age_note	Meta Population	mt Haplotype	Sex	Y_chr	Cov (reported)			Mean Depth	BoC %	Bam file location_NIH	Bam file location_LMU (OLD)	Bam file location_LMU (LATEST)	VCF-name-GLOBUS	BAM-directory-GLOBUS	BAM-name-GLOBUS	Notes	Reference	v1_148g	name_haplo_VCF	Spcode	Site_Region	Age_Mean_BP	analysis-ID	Wolf-Dog_PCA	Dog_PCA (European, Arctic+NA, East Asia, Near Eastern Africa)
OL4223_Baikal	OL4223	Baikal1	Canis	familiaris	Bone	Rib	PadKalashkinova	PadKalashkinova2	Pad' Kalashkinova	Russia	52.69	103.68	6900	6900			#N/A		Arctic_Dogs	A	F		2.2			2.35	84.69		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/OL4223_Baikal_rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/OL4223_Baikal_rmdup.bam		Bergstrom2020	OL4223_Baikal_rmdup.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		OL4223_Baikal	D	PadKalashkinova2	6900	D_PadKalashkinova2_6900	Dogs	Arctic_Dogs
AL2657	Eliseevichi 23781 (3)		Canis	lupus			Eliseevichi	Eliseevichi1	Eliseevichi	Russia	53.14	33.64	17633	17633	17860	17405			Pleistocene_Wolves		M		0.93			0.94	58.59		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/AL2657.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/AL2657_reheader.bam		Unpub_AB_wolf	AL2657_reheader.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		AL2657	W	Eliseevichi1	17633	W_Eliseevichi1_17633	Pleistocene_Wolves	Wolves
AL2741	KRA-RAZ-Wolf-MAND8aBIS		Canis	lupus			Razboinichya	Razboinichya1	Razboinichya Cave	Russia	51.30	84.47	81793	81793	46701	46700			Pleistocene_Wolves		F		1.55			1.72	80.12		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/AL2741_rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/AL2741_rmdup_chrn.bam		Unpub_AB_wolf	AL2741_rmdup_chrn.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		AL2741	W	Razboinichya1	81793	W_Razboinichya1_81793	Pleistocene_Wolves	Wolves
AL2744	KRA-RAZ-Wolf-12		Canis	lupus			Razboinichya	Razboinichya2	Razboinichya Cave	Russia	51.30	84.47	28345	28345	28735	27955			Pleistocene_Wolves		M		3.04			3.09	93.2		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/AL2744.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/AL2744_reheader.bam		Unpub_AB_wolf	AL2744_reheader.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		AL2744	W	Razboinichya2	28345	W_Razboinichya2_28345	Pleistocene_Wolves	Wolves
AL3272	EKA_CL01_888_1713		Canis	lupus			Rasik	Rasik1	Rasik, Kizelovskiy District, Perm Province	Russia	59.06	57.55	91250	91250					Western_Eurasian_Wolves		F		0.38			0.74	49.83		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/AL3272.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/AL3272.bam		Unpub_AB_wolf	AL3272.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		AL3272	W	Rasik1	91250	W_Rasik1_91250	Western_Eurasian_Wolves	Wolves
AL3284	EKA_CL24_107_803		Canis	lupus			Shaitanskaya	Shaitanskaya1	Shaitanskaya Cave, Garinsky District, Sverdlovsk Province	Russia	60.7	60.37	21435	21435					Western_Eurasian_Wolves		M		0.05			0.14	12.61		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/AL3284.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/AL3284.bam		Unpub_AB_wolf	AL3284.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		AL3284	W	Shaitanskaya1	21435	W_Shaitanskaya1_21435	Western_Eurasian_Wolves	Wolves
CGG34	C_Badayarikha		Canis	lupus			Badyarikha	Badyarikha1	Badayarikha, Siberia	Russia	67.91	146.52	29935	29935	30551	29319			Pleistocene_Wolves		M		0.19			0.22	19.43		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG34.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/CGG34.bam		Unpub_AB_wolf	CGG34.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		C_Bad	W	Badyarikha1	29935	W_Badyarikha1_29935	Pleistocene_Wolves	Wolves
CGG13	DYA2005 1131-2		Canis	lupus			DuvannyYar	DuvannyYar1	Duvannyi Yar, Kolyma river downstream, Siberia	Russia	68.63	159.14	101706	101706	50000	47000			Pleistocene_Wolves		M		0.08			0.09	8.41		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG13.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/CGG13.bam		Unpub_AB_wolf	CGG13.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CGG13	W	DuvannyYar1	101706	W_DuvannyYar1_101706	Pleistocene_Wolves	Wolves
CGG17	YMAM-CAN1		Canis	lupus			Yana	Yana1	Yana 	Russia	70.72	135.41	28520	28520	28912	28127			Pleistocene_Wolves		M		0.09			0.11	9.89		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG17.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/CGG17.bam		Unpub_AB_wolf	CGG17.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CGG17	W	Yana1	28520	W_Yana1_28520	Pleistocene_Wolves	Wolves
CGG19	M-Kh2012		Canis	lupus			Yana	Yana2	Yana 	Russia	70.72	135.54	19710	19710	19940	19480			Pleistocene_Wolves		M		0.08			0.09	8.46		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG19.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/CGG19.bam		Unpub_AB_wolf	CGG19.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CGG19	W	Yana2	19710	W_Yana2_19710	Pleistocene_Wolves	Wolves
CGG20	Nikita-NL-13/91		Canis	lupus			Nikita	Nikita1	Nikita Lake site, Muksunuokha river, Siberia	Russia	71.58	141.62	13660	13660	13765	13555			Pleistocene_Wolves		F		0.08			0.09	8.25		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG20.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/CGG20.bam		Unpub_AB_wolf	CGG20.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CGG20	W	Nikita1	13660	W_Nikita1_13660	Pleistocene_Wolves	Wolves
CGG21	Berelekh-BR-09-478		Canis	lupus			Berelekh	Berelekh1	Berelekh geoarchaeological complex, Berelekh river, Siberia	Russia	70.50	144.04	13975	13975	14394	13555			Pleistocene_Wolves		M		0.19			0.22	19.48		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG21.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/CGG21.bam		Unpub_AB_wolf	CGG21.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CGG21	W	Berelekh1	13975	W_Berelekh1_13975	Pleistocene_Wolves	Wolves
CGG25	Y07-NP-35020		Canis	lupus			Yana	Yana3	Yana	Russia	70.72	135.43	31424	31424	31757	31090			Pleistocene_Wolves		F		0.2			0.22	19.24		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG25.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/CGG25.bam		Unpub_AB_wolf	CGG25.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CGG25	W	Yana3	31424	W_Yana3_31424	Pleistocene_Wolves	Wolves
CGG26	Y06-NP-16436		Canis	lupus			Yana	Yana4	Yana	Russia	70.72	135.43	31351	31351	31568	31134			Pleistocene_Wolves		M		0.08			0.09	8.52		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG26.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/CGG26.bam		Unpub_AB_wolf	CGG26.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CGG26	W	Yana4	31351	W_Yana4_31351	Pleistocene_Wolves	Wolves
CGG27	Y06-NP-17153		Canis	lupus			Yana	Yana5	Yana	Russia	70.72	135.43	32844	32844	33359	32329			Pleistocene_Wolves		M		0.69			0.77	51.84		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG27.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/CGG27.bam		Unpub_AB_wolf	CGG27.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CGG27	W	Yana5	32844	W_Yana5_32844	Pleistocene_Wolves	Wolves
CGG28	Y06-NP-21016		Canis	lupus			Yana	Yana6	Yana	Russia	70.72	135.43	31758	31758	32333	31183			Pleistocene_Wolves		M		0.12			0.13	12.13		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CGG28.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/CGG28.bam		Unpub_AB_wolf	CGG28.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CGG28	W	Yana6	31758	W_Yana6_31758	Pleistocene_Wolves	Wolves
CLIO-VAL-050	2017АБ-Ог-02 (50)		Canis	lupus			Ogorokha	Ogorokha1	Ogorokha River, basin of Indigirka River, Siberia	Russia	68.23	146.85	36050	36050					Pleistocene_Wolves		M		3.29			3.44	94.57		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/VAL_050.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/VAL_050.bam		Unpub_AB_wolf	VAL_050.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CLIO-VAL-050	W	Ogorokha1	36050	W_Ogorokha1_36050	Pleistocene_Wolves	Wolves
DS-WOL-VAL-005	#УР-5/1, #УР-5/2 (5)		Canis	lupus			Ogorokha	Ogorokha2	Ogorokha River, basin of Indigirka River, Siberia	Russia	68.23	146.85	32419	32419					Pleistocene_Wolves		M		0.77			0.82	52.09		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/VAL_005.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/VAL_005.bam		Unpub_AB_wolf	VAL_005.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		DS-WOL-VAL-005	W	Ogorokha2	32419	W_Ogorokha2_32419	Pleistocene_Wolves	Wolves
DS-WOL-VAL-011	УЯ-1-15 (11)		Canis	lupus			Uyandina	Uyandina1	Uyandina River, basin of Indigirka River, Siberia	Russia	68.43	145.74	22553	22553					Pleistocene_Wolves		M		1.14			1.28	67.92		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/VAL_011.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/VAL_011.bam		Unpub_AB_wolf	VAL_011.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		DS-WOL-VAL-011	W	Uyandina1	22553	W_Uyandina1_22553	Pleistocene_Wolves	Wolves
DS-WOL-VAL-012	#УЯ-2-15 (12)		Canis	lupus			Uyandina	Uyandina2	Uyandina River, basin of Indigirka River, Siberia	Russia	68.43	145.74	56376	56376					Pleistocene_Wolves		M		0.74			0.81	51.4		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/VAL_012.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/VAL_012.bam		Unpub_AB_wolf	VAL_012.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		DS-WOL-VAL-012	W	Uyandina2	56376	W_Uyandina2_56376	Pleistocene_Wolves	Wolves
DS-WOL-VAL-037	#Or-2-15 (37)		Canis	lupus			Ogorokha	Ogorokha3	Ogorokha River, basin of Indigirka River, Siberia	Russia	68.23	146.85	40801	40801					Pleistocene_Wolves		M		0.63			0.66	43.5		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/VAL_037.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/VAL_037.bam		Unpub_AB_wolf	VAL_037.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		DS-WOL-VAL-037	W	Ogorokha3	40801	W_Ogorokha3_40801	Pleistocene_Wolves	Wolves
DS04-Dab2	181003-2		Canis	lupus			Yungen	Yungen1	Yungen site, Siberia	Russia	68.92	134.48	51102	51102					Pleistocene_Wolves		M		0.83			0.92	57.24		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/DS04.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/DS04.bam		Unpub_AB_wolf	DS04.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		DS04-Dab2	W	Yungen1	51102	W_Yungen1_51102	Pleistocene_Wolves	Wolves
IN18-005			Canis	lupus			BeleyaGora	BeleyaGora1	Beleya Gora, Siberia	Russia	68.60	147.19	18148	18148	18385	17911			Pleistocene_Wolves		M		1.71			1.85	75.67		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/IN18_005.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/IN18_005.bam		Unpub_AB_wolf	IN18_005.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		IN18-005	W	BeleyaGora1	18148	W_BeleyaGora1_18148	Pleistocene_Wolves	Wolves
LOW002	F-3055		Canis	lupus			Letniaya	Letniaya1	Letniaya River, Siberia	Russia	67.17	155.47	32781	32781	33651	31910			Pleistocene_Wolves		M		5.67			5.83	98.65		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/LOW002.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/LOW002_reheader.bam		Unpub_AB_wolf	LOW002_reheader.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		LOW002	W	Letniaya1	32781	W_Letniaya1_32781	Pleistocene_Wolves	Wolves
LOW003	#2		Canis	lupus			Unnegen	Unnegen1	Unnegen site, Siberia (aka Bunge-Toll 1885)	Russia	68.92	134.48	44450	44450	46565	42335			Pleistocene_Wolves		M		5.87			6.23	98.45		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/LOW003.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/LOW003_reheader.bam		Unpub_AB_wolf	LOW003_reheader.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		LOW003	W	Unnegen1	44450	W_Unnegen1_44450	Pleistocene_Wolves	Wolves
LOW006	F-4229		Canis	lupus			Tirekhtyakh	Tirekhtyakh1	Tirekhtiakh River, Siberia	Russia	68.34	146.02	34383	34383	34967	33798			Pleistocene_Wolves		M		3.02			3.34	92.22		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/LOW006.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/LOW006_reheader.bam		Unpub_AB_wolf	LOW006_reheader.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		LOW006	W	Tirekhtyakh1	34383	W_Tirekhtyakh1_34383	Pleistocene_Wolves	Wolves
LOW007	F-3778		Canis	lupus			Tirekhtyakh	Tirekhtyakh2	Tirekhtiakh River, Siberia	Russia	68.34	146.02	29315	29315	29833	28796			Pleistocene_Wolves		M		1.98			2.16	84.57		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/LOW007.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/LOW007_reheader.bam		Unpub_AB_wolf	LOW007_reheader.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		LOW007	W	Tirekhtyakh2	29315	W_Tirekhtyakh2_29315	Pleistocene_Wolves	Wolves
LOW008	#3		Canis	lupus			UlakhanSular	UlakhanSular1	Ullakhan-Sullar, Siberia	Russia	61.61	129.23	70772	70772					Pleistocene_Wolves		M		0.66			0.82	46.57		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/LOW008.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/LOW008_reheader.bam		Unpub_AB_wolf	LOW008_reheader.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		LOW008	W	UlakhanSular1	70772	W_UlakhanSular1_70772	Pleistocene_Wolves	Wolves
WOL-VAL-033	#Ти-3-17 (33)		Canis	lupus			Tirekhtyakh	Tirekhtyakh3	Tiryakhtakh River, basin of Indigirka River, Siberia	Russia	68.48	147.10	63922	63922					Pleistocene_Wolves		M		1			1.13	64.58		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/VAL_033.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/VAL_033.bam		Unpub_AB_wolf	VAL_033.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		WOL-VAL-033	W	Tirekhtyakh3	63922	W_Tirekhtyakh3_63922	Pleistocene_Wolves	Wolves
WOL-VAL-08	ОГ-3-18 (8)		Canis	lupus			Badyarikha	Badyarikha2	Badyarikha River, basin of Indigirka River, Siberia	Russia	68.26	146.50	33515	33515	34160	32870			Pleistocene_Wolves		F		1.91			1.98	83.67		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/VAL_008.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/VAL_008.bam		Unpub_AB_wolf	VAL_008.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		WOL-VAL-08	W	Badyarikha2	33515	W_Badyarikha2_33515	Pleistocene_Wolves	Wolves
WOL-VAL-18A	#1534 (18)		Canis	lupus			Enygen	Enygen1	Enygen River, right tributary of Yana River, Siberia	Russia	68.92	134.48	100706	100706					Pleistocene_Wolves		M		0.97			1	60.67		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/VAL_18A.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/VAL_18A.bam		Unpub_AB_wolf	VAL_18A.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		WOL-VAL-18A	W	Enygen1	100706	W_Enygen1_100706	Pleistocene_Wolves	Wolves
Wolf_head_IN18-016	IN18-016		Canis	lupus			BeleyaGora	BeleyaGora2	Beleya Gora, Siberia	Russia	68.60	147.19	32020	32020	32560	31480			Pleistocene_Wolves		F		13.01			14.86	99.18		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/IN18_016.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/IN18_016.bam		Unpub_AB_wolf	IN18_016.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		WolfHead	W	BeleyaGora2	32020	W_BeleyaGora2_32020	Pleistocene_Wolves	Wolves
Yana-1	Russia-Yana_28kBP		Canis	lupus			Yana	Yana7	Yana, Siberia	Russia	71.5	136.6	28110	28110	28240	27980			Pleistocene_Wolves		M		2.62			2.6	88.29		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/Yana-1.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/Yana-1_reheader.bam		Unpub_AB_wolf	Yana-1_reheader.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		Yana-1	W	Yana7	28110	W_Yana7_28110	Pleistocene_Wolves	Wolves
Tumat1			Canis	lupus			Tumat	Tumat1	Tumat, Siberia	Russia	70.72	139.23	14122	14122					Pleistocene_Wolves		M		0.46			#N/A	#N/A								Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		#N/A	W	Tumat1	14122	W_Tumat1_14122	Pleistocene_Wolves	Wolves
89375	AmurDelta1	K.1-3	Canis	familiaris	Tissue	Skin	Amur	Amur1	Nivkh	Russia	51.7	139.6	93	1927 AD					Arctic_Dogs		M		0.77			0.44	34.69	/data/feuerborntr/Mapped/CGG/89375.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/89375.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	89375.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		89375	D	Amur1	93	D_Amur1_93	Dogs	Arctic_Dogs
91085	Nenets3		Canis	familiaris	Tissue	Skin	NenetsIamal	NenetsIamal1	Northwest Obdorsk	Russia	66.5	66.6	139	1881 AD					Arctic_Dogs		M		0.01			0.05	4.58	/data/feuerborntr/Mapped/CGG/91085.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/91085.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	91085.CanFam3.1Y.rmdup.bam		Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		91085	D	NenetsIamal1	139	D_NenetsIamal1_139	Dogs	Arctic_Dogs
TRF.01.51	Sakhalin1	P55/2017KMG	Canis	familiaris	Bone		Sakhalin	Sakhalin1	Sakhalin	Russia	51.0	143.0	140	1872 AD					Arctic_Dogs	C	M		3.78			3.71	91.21	/data/feuerborntr/Bams/TRF.01.51_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.01.51_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.01.51_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.01.51	D	Sakhalin1	140	D_Sakhalin1_140	Dogs	Arctic_Dogs
TRF.02.01	Chukotka1	K.613	Canis	familiaris	Tissue	Skin	Kamchatka	Kamchatka1	Tjukotka (Chukotka)	Russia	66.7	172.3	93	1927 AD					Arctic_Dogs	A1a	F		1.35			1.32	69	/data/feuerborntr/Bams/TRF.02.01_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.02.01_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.02.01_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.02.01	D	Kamchatka1	93	D_Kamchatka1_93	Dogs	Arctic_Dogs
TRF.02.21	AmurDelta2	K.1-1a	Canis	familiaris	Tissue	Skin	Amur	Amur2	Nivkh	Russia	50.9	137.6	93	1927 AD					Arctic_Dogs	A1b	F		1.27			1.38	63.13	/data/feuerborntr/Bams/TRF.02.21_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.02.21_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.02.21_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.02.21	D	Amur2	93	D_Amur2_93	Dogs	Arctic_Dogs
TRF.02.25	Nenets1	K.3-7	Canis	familiaris	Tissue	Skin	NenetsIamal	NenetsIamal2	Nenets	Russia	63.2	73.9	93	1927 AD					Arctic_Dogs	A1a	M		1.84			2.36	75.09	/data/feuerborntr/Bams/TRF.02.25_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Feuerborn2021_remapped/TRF.02.25_Merged.CanFam3.1Y.rmdup.bam		Feuerborn2021_remapped	TRF.02.25_Merged.CanFam3.1Y.rmdup.bam	Original files used for this publication in: Feuerborn2021	Feuerborn et al. (2021) 'Modern Siberian dog ancestry was shaped by several thousand years of Eurasian-wide trade and human dispersal'		TRF.02.25	D	NenetsIamal2	93	D_NenetsIamal2_93	Dogs	Arctic_Dogs
